id,text,topics,topicgpt_correct
bafyreiea7sdrl2onmjiroamlldywxyuhyyjpjyh4o3rxqeztxqnbqvmuvm,"🌍 #AI data centers pose climate risks, but possible solutions exist. Could Nuclear energy be a game-changer, providing clean, reliable energy for these tech hubs?

Let's explore sustainable options to keep AI innovation rolling while protecting our planet. 🚀 #AIEnergy #CleanTech #NuclearEnergy",[1] Energy; [2] Renewable Energy; [2] Climate Change; [2] Clean Energy and Technological Responses,Yes
bafyreidtnrlpjfnoq6qwdu5dhq3wvp4cn7obtfahtdszjqyyu2lqfpzdvi,"There will also be the diehard camp that will believe that people can change the weather, but not the climate.

And the people that think climate change is just the government trying to trick everyone into thinking climate change is real.",[2] Climate Change Communication and Public Perception,Yes
bafyreiaefnxndh7z625j5ziqubuuvx5gjmfdbs2y6pugcnsq5sqo5jya2u,"Heroic Fossil Fuel Lobbyists Will Protect Judges From 'Corrupt Influence' Of Climate Facts

www.wonkette.com/p/heroic-fos...

#SaveThePlanet #TaxTheRich #NoBillionaires #WealthTax #SaveDemocracyVoteBlue #StopFascism #StopProject2025",[2] Fossil Fuels; [2] Climate Change; [2] Environmental Policy and Governance,Yes
bafyreifcmum43ky4m2szr5uuzbpmzhsvwfqnlhatnhr4ez42p5bvzquike,"Educated & empathic Americans already have safe food & a safe, sustainable food system. We’re known as vegans. 

It’s the #meatheads raping, abusing & murdering that support the unsafe, unhealthy food systems of the world. 

It’s too bad they lack empathy, morals & self awareness.",[1] Sustainable Development; [1] Agriculture,Yes
bafyreig5crhpouvkl5wbzekxcgtavqne7ltahapi6kv7w5ellqo5fpm2mu,fuck the GQP and fossil fuel overloads and the fascism they've instituted.,[2] Fossil Fuels,Yes
bafyreieerwbs74f7iwwa2i72iiod4nhnbfhqrgn2i233drfkwcssovz7di,"ELECTRICITY: Deploying solar arrays on our rooftops (185 kW) provides 15% of total electricity used

Energy efficiency programs lowered our kWh/BBL from 31 in 2020 to 26 kWh today.

Revenue from the sale of spent grain was used to buy RECs generated in GA in 2024 to cover the rest of our demand",[2] Renewable Energy; [2] Energy Policy and Transition,Yes
bafyreielnofj6gx6bgghpjgelfiufzox5o2ykgavhrhdguaetgvdet2nge,"And is also a staunch denier of human-accelerated climate change, which - if not curbed - will make extreme-weather events such as this both more frequent and more destructive.",[2] Climate Change Communication and Public Perception,Yes
bafyreieipsusr73zzq5474l3e6elnbqjgitiypo2z2ppc7xzcdishbo7ea,"Why aren’t States with high solar irradiance (red & deep red on the map) maximizing the capture of clean & cheap solar energy?

Call your Senators and House Representative!",[2] Renewable Energy; [2] Energy Policy and Transition,Yes
bafyreidqiadtgwisygs5iimbwfquj4uprspd732iujvzahvdobrhchubky,"Therefore more tax dollars will have to be spent on buying Australia's own Super Scoopers etc. 

A direct cost to us all (via taxes) of ignoring climate change. 

We need to speak to Canadian manufacturers of these and buy some of these outright, just for a start.",[1] Environment; [2] Climate Change; [2] Environmental Policy and Governance,Yes
bafyreifd7v7q2esakhpjtmkukilg74rdcj23q2tbwex7maatkykjjbzcxu,"yay! also, why can't we have class action suit of 75M + against fox news for the destruction of america and the end of climate change initiatives? kidding / not kidding.",[2] Climate Change Communication and Public Perception,Yes
bafyreiepkitkwq5zahp36xst4uf33cwfnugzcp434i6ns7er3dm3l7iwea,"The Trump administration is snatching health care away from 17 million Americans, destroying access to food assistance, and uprooting the clean energy industry within this country. I spoke with @msnbc.com about the Big Ugly Bill and why it should not pass.",[1] Energy; [2] Energy Policy and Transition; [1] Health; [1] Social Justice,Yes
bafyreibfz36z6dkxsnheq43mpk7f2fj2pwjzftkzlvzx6dsg6i65xht3dq,"Just when Trump is eliminating renewable and alternative energy, no matter how successful.",[2] Renewable Energy; [2] Energy Policy and Transition,Yes
bafyreiep34d2cje5f3fpedbvdyicyk5onbh4vx3vkfoqt3mlnhfibxbtwm,"And this one from Rexton, New Brunswick, 2013.",,No
bafyreihi4nlyg75olubpprh46iysfsrmembyrw25zqt4f4cwubfhf42nvu,"Sorry to break the news but we are way past the point of no return on climate change and the destruction of nature.
Since I was born, nearly 50% of vertebrate species have gone extinct and humanity is not too far away on the list.
50 years of warnings; this is on us.",[1] Environment; [2] Climate Change; [2] Climate Change Impacts and Adaptation,Yes
bafyreih3lqh2lsqmiwn4rnes6ixbragnqkce7ojafgtdxjmmt5nsj4pvxy,"MadamePrezTrump keeps telling us climate change is a hoax&ppl believe that pathological liar,grifting,greedy bag of shit.ClimateChange IS REAL,but SO FUCKING WHAT IF IT’S REAL OR NOT?!This is our only home&only planet to support us.It’s NOT ours to destroy,we’re borrowing it from future generations.",[1] Environment; [2] Climate Change; [2] Climate Justice,Yes
bafyreifgmurrz6stkjuohe6zlrdwsbimsxpzsuagnqt3gzv3pnxnkcr2py,"So the Trump/GOP will make America great how? Massively fund secret police & concentration camps, destroy US science, steal medical care from the poor to give more tax breaks to the ultrarich, & expand dirty energy & worsen climate change while the rest of the world moves to clean energy.
Got it.",[1] Energy; [2] Fossil Fuels; [2] Renewable Energy; [2] Climate Change; [2] Energy Policy and Transition; [2] Environmental Policy and Governance; [2] Climate Justice; [2] Economic and Social Equity,Yes
bafyreibxgbswry357eovkilyoj7poo2ahtsa7dysa6q2zxsanjpgfdhive,"I have finished processing HadCRU_MLE_v1.3. 2024 was 1.62°C warmer than the late 19th century, with an 95% CI of [1.53,1.71]°C. The update also includes improved bias adjustments for 194 stations (doi.org/10.1002/joc....) and a sensitivity test with COBE-SST3 sea ice. #climate #change #globalwarming",[1] Climate Science; [2] Climate Change,Yes
bafyreieimi6xnisajn4uk7eb2tabia42tiizutp2uipafvtjami4epflwq,"It gets much worse. Rubio is boycotting the G20 in S. Africa next week. He said S. Africa is doing very bad things by using the G20 to promote ""DEI and climate change"". He said his job is to promote the national interest. It's a waste of tax $$ to use it to coddle anti-Americanism. Posted on Twitter",[1] Energy; [2] Energy Policy and Transition; [2] Climate Change; [2] Environmental Policy and Governance,Yes
bafyreigu5plh56xflhmec3az7tz5z4quqjhnrq3xmsfclweeof2hplohde,"🌌

#maccadam | #hiitsmoto",,No
bafyreicfjyl5nt72zbcwtvp5ewletednbtfovzumg3nmshmlwxvb6kanwy,"The grand opening of @andre.lounge where every sip tells a story and every draw takes you on a journey.
Your go-to place for superior cigar, whiskey and wine.
@christinahteit 

Domaine Wardy - Bottled Harmony 

#wine #sustainable #vegan #awardwinning #lebanesewine #sinelfil #lebanon #familybusiness",[1] Sustainable Development; [2] Climate and Environment,Yes
bafyreic2hi2a6cmksosvul4tggsnnbsrdn4ip7ze7fwx4rdiyij3by2yna,"""The accelerating climate crisis is no longer a distant abstraction. (...) The roots of this crisis extend beyond carbon emissions, biodiversity loss, and deforestation. They lie within the human heart.""",[1] Environment; [2] Climate Change; [2] Climate Justice,Yes
bafyreigdl7bxam6f57vzkrawhbgu3duogd54qezymq6ube3hkujcnsansq,His biography coming out with reports of HIS sexual attitude towards and with women. Plus a report that he closed down his Climate Change company and is cashing in.,[1] Climate Science; [2] Climate Change Policy and Regulation,No
bafyreih7t7zeejmp26gmsbrxmm43ubrior2rot5e5vrnfxtdsrhrtdesii,"Fun fact: Florida's orange harvest is now only 8% of what it was 20 years of global warming ago.

Increasing hurricane activity and more hospitable environment for disease and pests, has *already* destroyed the Florida orange industry.

citrusindustry.net/2024/05/07/f...",[1] Environment; [2] Climate Change,Yes
bafyreihaoa6dw4vvb3cyxwttzc42f7l3al2g7jg5qp4ktmtjivikhequni,"Treymann is figuring with a couple more years of climate change, he can grow coffee beans in his backyard in Nebraska. He’s probably not wrong.",[1] Climate Science; [2] Climate Change Impacts and Adaptation,Yes
bafyreick2t5ynrxqddud46chory6tudsy3yzgoxw3dve6l4i7jyebotcmu,Here's a major update. Climate Change.,[1] Environment; [2] Climate Change,Yes
bafyreigokqu3tn6vnamppcbmog53uttcq5645vee7kn2oxki6g7iydi5am,"THIS!! I don’t know why (well I do know why, but logically speaking) it’s been like this. Even from a business standpoint, there’s no way this is a long term or sustainable thing to do, it will come back and bite at some point 😭",[1] Sustainable Development,Yes
bafyreicfkbccptyzm7ovmtgfkcjbu6qq26pvmjtleckkb47rwoqokl26i4,"How to redirect migrant potential toward sustainable urban growth
->The Indian Express | #Sustainable | More info from EcoSearch",[1] Sustainable Development,Yes
bafyreibjdacv5tnfto722pxem6vgouo3g4ujw5l4u6rne3tsv3qpvtieye,"Dutton will not fix the rising cost of living for you or me or anyone else.
He is in politics to advance the interests of fossil fuel miners and the rich list.
#ElectionAus
#Election25
#LNPFail
#LNPCorruptionParty",[2] Fossil Fuels; [2] Energy Policy and Transition,Yes
bafyreial3ownlo6nwt2dh4fp2ib7qopgof27yty4e45g6rngr2fxsigugi,My friend lives in a coop community and experimental sustainable farm in Vermont and it’s really awesome. There are 26 families on 260 acres and it’s a really collaborative kind of place.,[1] Agriculture; [2] Sustainable Agriculture; [2] Social and Economic Sustainability,Yes
bafyreibww6at5325i2fapgho4ypqmxqontdgsrua3iszjanvppcoircdue,And you believe that to be …. Climate change?  Ever think there is something bigger going on?  Ever hear of P Diddy?  His client list holds many interesting things. His home is evidence. Many high ranking rich people who’s reputation is far more precious,[2] Climate Change Communication and Public Perception; [2] Climate Justice and Socioeconomic Issues,No
bafyreie7to4l7bqzcijow5hnulmxexf6ealjmutjslnfpw2nuvb5ixcwhy,"The American Age is Over says The Bulwark
more likely new world chaos, but surely a big change. It won't make us richer, healthier, or safer. Recession might slow fossil fuel based warming, but that will also slow adoption of renewables.

www.thebulwark.com/p/the-americ...",[1] Energy; [2] Fossil Fuels; [2] Renewable Energy; [2] Energy Policy and Transition,Yes
bafyreibnjvy6gwiyaippsqpxvmozhmohyf57mhke3tu2htamftpk62sjja,"When capitalism's fury and energy collapses into the sustainable life of humans, this statement alone would be enough for me to vote for ostracism of pmarca and his band of self-congratulatory VC chumps: futurism.com/venture-capi...",[1] Energy; [2] Renewable Energy; [2] Energy Policy and Transition; [2] Sustainable Development,No
bafyreifjz7pqvm5dj7wajzcxyugjklr4uaidy2pxrccafvfnhd6fguew7e,"This is important... could it mean an end to pipelines, reactors, enormously heavy batteries in cars?  Let's get this scaled up and rolled out before some fossil fuel special interest group finds a way to hide it away.",[2] Fossil Fuels; [2] Renewable Energy; [2] Energy Policy and Transition,Yes
bafyreicnkrgvi3oedoyid3eo4nfoecw4qnoneui7pdxeycn77nfj3fquj4,That’s what’s bothering me about that Dubai chocolate hype: It is almost like greenwashing the crime on suppressed people in that country.,[1] Social Justice,Yes
bafyreiewoe7zggunlycgubvi55ickknnw6uul5gp2kkuzz5ir3bxcjopji,Clean Virginia is proud to endorse Delegate Katrina Callsen in HD 54 for her proven commitment to fighting for lower energy costs and a government that works for every Virginian. Please join us in supporting @katrinacallsen.com this fall!,[1] Energy; [2] Energy Policy and Transition,Yes
bafyreiexlirwyyd33kek7lipyggfxh3c36mnr5wep2zy5pttfresmghrne,"The government pledges £239 million funding to halt and reverse deforestation in forest-rich nations, supporting global efforts to tackle climate change.

It's the government proving its desire to be the world leader on tackling climate change is not just words, but is being followed up by actions.",[1] Environment; [2] Climate Change; [2] Environmental Policy and Governance,Yes
bafyreih2ztfeirzqza44isublp3vtryx4afpalruga7ldlvyhnfdr4rzeu,The difference is WE try to enact policies to mitigate climate change and believe in it. Republicans make it worse and add to it. There are Republicans in LA and every blue state. And yes many celebrities and wealthy people add considerably to the problem…..,[2] Climate Change Policy and Regulation; [2] Climate Change Communication and Public Perception,Yes
bafyreiglkynwwqlzkuxlf6x4vgpgdjigmuvao6fblw3tejf6oeenlx5gai,Feels awful seeing these fires...it's even more awful knowing it's just going to get worse and there's about to be an imbecile in the White House who denies the obvious with regards to global warming,[1] Environment; [2] Climate Change,Yes
bafyreifd2tx7f4guas5gjlnyi7bh2ehmrcilkn7dcxwvepeemiiwnnr42u,"And AMEN Sister! Any capitalist lackey cannaidiots get an immediate ❌

Don't even own a ⚖️ scale and 1/2 gallon Mason jars is how I slowly cure mine 

My sweet girls never suffer from any fossil fuel fucking poisons

Life long gardener of many many different plants and flowers and chickens and🥰",[1] Agriculture; [2] Fossil Fuels,Yes
bafyreig7elearfv5p7cyzxdf3rvmhkbaxfkhouitcpylfep6awjvv2pdca,Fuck the Junk Science Anti-vaxxer Pro-Disease MFKERS,[1] Health; [2] Disease Prevention and Health Behavior,Yes
bafyreihf2sal5ubemhmmfzllmej4d5rwfdtshltnlf3ysbb3d2a6iltv5u,"Because billionaires don’t own the clean energy industry. They own coal, natural gas, oil shales, etc.  you know this.  The administration doesn’t give a darn about every day Americans.",[2] Fossil Fuels; [2] Energy Policy and Transition,Yes
bafyreiceo2qvc7pyl3oljpjhope363z22gsxit2esx7wasb3waorjljcja,"So, my dad got involved in opposition to a green energy program where they live: it was a run-of-the-river dam that would have greatly affected the flow of the river (and killed the kayaking and whitewater rafting businesses that relied on it), but their main issue with the project was...",[2] Renewable Energy; [2] Environmental Impact on Society and Health,Yes
bafyreigle2dohizhsw4t45cswxbx2jq3naganh2utwqe5ulfivroxvyoym,"It’s 2029: Reform take the UK out of the ECHR, stripping you of your rights.

They copy ICE and send in masked thugs, causing terror.

They ramp up fossil fuel production and end green energy. 

They quietly encourage racist attacks.

The NHS is sold.

But yeah, banning them would’ve been wrong 🙄",[2] Fossil Fuels; [2] Renewable Energy; [2] Energy Policy and Transition; [2] Social Justice; [2] Health Policy and Social Issues,Yes
bafyreifc2yyiiyn366mgr6cdxdpd5rn7qeroeqjxbhb3tv2ja6cuds7m7y,"ClimateChangePost: Wildfire smoke particles can be deadly, and climate change will increase health risk www.climatechangepost.com/news/wildfir...

wapo.st/3SxxfLS",[1] Environment; [2] Pollution; [2] Climate Change,Yes
bafyreihci47d2wnk6wfefizwl4vykuilwrdouvftiyfll2ctxcs4bc6tlm,"Get fucked, the 70's was amazing comparatively. Global warming was fake, furniture was amazing, computers didn't ruin everyone's brains yet",[2] Climate Change Communication and Public Perception,Yes
bafyreigsun2xnq46eq7brn5qaoe7rvu7uttyujinwnpawgjfb2xsvwfe4i,"As with everything to do with healthy eating - it's got to be sustainable, tolerable & pleasurable. And your snack there is clearly helping with that",[1] Sustainable Development,No
bafyreigfflsliciwjjdbv4owdolv3k3o3lwt6hruslceaht6ossga4ivvq,"Sustainable rogue's fakery is weak shit I was infinite MAG farming in mid-game with phantasmal doll/auto rakukaja/shield blessing abusing Bardon's escape passive to engage enemy, farm 20-40 MP, escape, and repeat to fuel Debt Collection spam. Became highly useful for getting heroic embodiments later",,No
bafyreihz4d33ha5lmdqevucuwafrskpjlrqacslfglfo73du5qrude23oy,"Blaming humans for 100% of climate change or denying it’s even happening is unreasonable. Solutions will come faster by accepting it IS occurring, man is not 100% to blame, and man can probably do things to not exacerbate it. 

Which political party is right or wrong on climate is irrelevant.",[2] Climate Change Communication and Public Perception; [2] Climate Change,Yes
bafyreic3vrzsb2ofkjxmv4npgfgpmciawg2aulkvpwowldwtnhc4pivptq,"I think we’re about to see those reality bending consequences soon. We have a bumbling idiot for a president, we have shitty/violent economic policy, and billionaires who insist that greed is sustainable. I don’t think we’re ready!!",[1] Social Justice; [2] Economic and Social Equity,Yes
bafyreib73w4oyrk2w653kfpyup2kpn3kxpw2bvh3avm3oduuomuhq4z6my,"CLIMATE CHANGE IS REAL. THIS VIDEO ISN’T.
 ➡️ Disinformation spreads fast.
 ➡️ So let’s clear the smoke on wildfire myths.
Check our latest blog with some of the most common wildfire myths explained.
www.protectourwinters.ca/wildfire_facts",[1] Environment; [2] Climate Change; [2] Climate Change Communication and Public Perception,Yes
bafyreifb5pbzuaviuc7zd5oeby5rodkexjry2foqrez7xcypyjfquxtfw4,"Capitalism fails to tackle global warming, as it prioritizes profit over environmental protection. To effectively combat this crisis, we need a borderless society that abolishes money and governments, embracing socialism: a system of direct, voluntary, democracy.",[1] Environment; [2] Climate Change; [2] Climate Change Policy and Regulation,Yes
bafyreicxj7fyfwvbpfshfr4yf2vts67vjyo4aa7ec4daipqo3u72rzbh5e,"These things are true, but walking or biking to work 30 plus miles away is not really sustainable. Sure 5 percent of people could or would do it. So I’m not totally following your point. Proposing solutions from a small perspective behind a keyboard is what lost Dem voters and got us this nightmare.",[1] Sustainable Development; [2] Social and Economic Sustainability,Yes
bafyreihcmlbr4ommnragmjhtl3rajckbza74jv2sfpymalz3tvxjwfa3ny,Sustainable fashion can be considered an antidote to fast fashion. It recognizes the economic and sociocultural contributions of the fashion industry while also advocating for the need to promote sustainability across all aspects of production and consumption.,[1] Sustainable Development,Yes
bafyreiho37g4xxxv4oi3rwij7v5zti4aydazqrkouilire7rx4w6jcuaq4,"Not that the work of adaptation isn't being done, but the rate of it is at a crawl. Every effort kneecapped by the lack of political will-- the will that's instead given to protecting big landowners, fossil fuel conglomerates, the already-rich. Meanwhile, storms are coming faster, bigger, stronger.",[1] Environment; [2] Climate Change; [2] Climate Change Impacts and Adaptation; [2] Energy Policy and Transition,Yes
bafyreid5ho7mjui5acrshssefev7l3suldj6fernqecd5khcyrcsf3l6ci,Had no clue. I remember there being some controversial aspects to that interview but I didn't know he had found a way to make it sustainable.,,No
bafyreib7bgynxl3hdmlc2ocgwxlhc35jcy5qdmpqztfhz5e7ufvoj3nnne,I imagine she choked a little on the phrase “clean energy technology”,[2] Renewable Energy,Yes
bafyreicbfgpk3mlb64ouhrbclylajzz553hmklucvmq7reaxdglg22ixzy,"I don't know the pros and cons of this particular project, but we do need more sources of renewable energy, and we need them now. This shouldn't be controversial. Anything that tends to polarise opinion for/against technologies like wind turbines is deeply counter-productive. They probably have...",[2] Renewable Energy,Yes
bafyreicoyyawnjw7xqezj3ilat4ucovmkwbwlatesuy4oaokboqlpvdyxe,"The issue with Simon's figures is that they relate to one thing only: electricity.
None of these things matter/are measured:
- a renter who can't get off gas 
- diesel powered SUVs 
- Australia = one of the largest meat + fossil fuel producers + exporters globally

#AusPol #energysky",[2] Fossil Fuels; [2] Energy Policy and Transition,Yes
bafyreidzuhisymartipbg6xvwu664nustu73y7t2r75ns2oq4tb4tovihy,"Thanks for sharing.  Feels like food insecurity ought to be at the forefront of how all of us talk about the risks of climate change.  I think for too many folks, there isn't a real understanding of where we're headed if we don't course correct.",[1] Climate Science; [2] Climate Change Impacts and Adaptation; [2] Social and Economic Sustainability,Yes
bafyreicextwfd3c6vl5wt6k4ot42hyv3ystoqvnjfbl3dls5acda2gm5jq,"i'm no doomer, but i don't know how we're ever going to convince these ppl that climate change is real when this is how they react to severe weather",[2] Climate Change Communication and Public Perception,Yes
bafyreignhwlmum3oh3ji43ql5rqnr3ruanxwvdpyeuck3ljpynkpevht34,"Capitalism, Billionaires and Climate Change Kill. Pass it on.. #Billionaires💀#Capitalism💀#ClimateChange💀#ClimateEmergency #ClimateCrisis #GlobalWarming #Cyclone #Hurricane #Tornado #Landslide #Flood #Disease #Virus #Heatwave #Wildfire #Desertification #Drought #Famine #Death",[1] Environment; [2] Climate Change; [2] Climate Change Impacts and Adaptation; [2] Climate Justice,Yes
bafyreifihqy444ybcb22hp5otknf3hhn3uiwf6wzzjis6oba67dedtnrnm,"Today, January 16 from 12-1pm EST!!!

Join Acadia Center and Clean Air Task Force for part 2 of our webinar series on our report, ""The Energy is About to Shift!"" Register and obtain the Zoom link here: lnkd.in/e5Y9aQHP.

In this webinar, Acadia Center and Clean Air Task Force will discuss the...",[1] Energy; [2] Energy Policy and Transition,Yes
bafyreif2rkmrih2yuazxpwbqehqryhjq6wvw7gofzxxxstplh7rljdjewy,"Kimbo wants all the emeralds.... for sustainable power solutions! 

For @kyuofcosmic.bsky.social, who very eagerly said yes when I said 'did you want spurs on your boots'.

#cacoart #sonic #sonicOC",[2] Renewable Energy,Yes
bafyreigjkfhsyie5vm5pp46a4frxplcbn774lkdknflltwq4b7qyvyvcca,"PANGEA IS PROPAGANDA TO PUSH GLOBAL WARMING!!!!!!! IF EVERYONE LIVED ON THE SAME SPOT, IT WOULD BE TOO EASILY OVERCROWDED!!!!!!! NUKE PARIS!!!!!!! DOWN WITH THE ARISTOCRACY!!!!!!!!!!!!!! 🫟🫟🫟",[2] Climate Change Communication and Public Perception; [2] Climate Justice and Socioeconomic Issues,No
bafyreibij26okn4nohrsp4c3kpowc3rcuxz2e2hk2gvhxabnhccwsirc6q,#veganism is one logical response to a government that denies climate change and ignores bird flu,[1] Climate Science; [2] Climate Change Communication and Public Perception; [1] Health,Yes
bafyreiahozt73z2c5inosysmjdfpre52edw3kqfppmsibxb3aaa2n73d6q,"Trump & Republicans have give the future to China

China is second to none in Renewable Energy

open.substack.com/pub/biggover...",[2] Renewable Energy,Yes
bafyreihrm33gj4rnhwuog7qtxhpxwexe2kro3qisfh3p64d2ehxpnrset4,"Congolese, rwandan backed rebels. The upcoming water wars. Conflict over space and food from the climate-change fueled mass migrations towards the poles. ... I mean pick your poison, really.",[1] Environment; [2] Climate Change; [2] Climate Change Impacts and Adaptation,Yes
bafyreig4yoj3uvtrzrjli7rofhjqjgqjpefb2e67ckmkgqdxwbnt3g7mz4,"And how here we are, in a broken world mired by hate - partly because of Israel, partly because of immigration enforcement going full SS mode, partly because of climate change, partly because of COVID, partly because my country isn't taking its status as a dying empire very well.

(39/50)",[1] Environment; [2] Climate Change,Yes
bafyreicw6w6kjovzxsjxg5edym6ug6zlo42ur6hy6h7e4bz5mbdjbbauoe,"Fossil Fuel Interests Are Working to Kill Solar in One Ohio County. The Hometown Newspaper Is Helping.

www.propublica.org/article/ohio...",[2] Fossil Fuels; [2] Renewable Energy; [2] Energy Policy and Transition; [2] Environmental Policy and Governance,Yes
bafyreihvoqja4hxho5a7rf76huzzv5nnboryanp5rqizrzigi7cqywqaxa,"That same political party is the same one that is literally pro-climate change (i.e., pro-pollution) and was pro-COVID, trying to spread disease by not masking or vaxxing.

It's literally a death cult, trying to take us all out.",[1] Health; [2] Disease Prevention and Health Behavior; [1] Environment,Yes
bafyreibuilqyu4wbap66oipvotrf6ionrvgcjwkl7wjdrhkeuegzhgmx24,Aotearoa is at an energy crossroads. We have to choose between a Clean Energy Future and a Dirty Energy Future.,[1] Energy; [2] Renewable Energy; [2] Fossil Fuels; [2] Energy Policy and Transition,Yes
bafyreietbfapk76huwgaiun5sugdz5gkrc7lwmxddtr6zn2fnsy7ytz3ie,"US rural electric co-ops get $6B from USDA

“to meet 
💚🌎climate goals & 
📈🔌rising demand for energy, we’ve got to build a lot of clean energy….

rural communities
have to be partners”
Per Josh Ewing/Rural Climate Partnership

Rural coops usu serve 
smaller pop
across big distances
with less capital",[1] Energy; [2] Renewable Energy; [2] Energy Policy and Transition; [1] Environment; [2] Climate Change; [2] Environmental Policy and Governance,Yes
bafyreiajgb3rm7fzcx2defxc5liig3er7qxhnxyfayigogwgt5m2ksqsxm,"Manufacturing will only come back to this country when cheap labor is guaranteed and environmental regulations are completely eliminated. Basically, slavery, and massive pollution is what we have to look forward to under Trump.",[1] Environment; [2] Pollution; [2] Energy Policy and Transition,Yes
bafyreicbomhnk52xxbt3xvqm2zl2sh5tvsfroruobokcjdzsym63f2e6nq,We have no time to waste in opposing the worst of President Trump's Cabinet nominees with respect to science and the role it should play in keeping us safe. Urge your senators to vote NO on the 'Junk Science Six.' act.ucsusa.org/4h7mvys,[1] Health; [2] Health Policy and Social Issues,Yes
bafyreidm4hwzokmxbcjkqxr5s35hbu26jz3w7bsolrjdkzzaau7ijahcr4,"On December 9th, 2021, NASA launched the IXPE satellite, the first to measure X-ray polarization from cosmic sources like black holes and neutron stars. This mission advances astronomy, offering insights into energy phenomena and astrophysical processes.

#StayCurious #Skystorians #DiveIntoDiscovery",[1] Energy,Yes
bafyreib42gzcvjq7tsmyeyaaez6penl54sb5hwc47wvernhecf7cgyaeau,"🔍👀Where did billions in climate and infrastructure funding go? From clean energy projects to bridges, this interactive tool shows what projects lawmakers announced in your neighborhood.",[1] Energy; [2] Renewable Energy; [2] Energy Policy and Transition; [1] Sustainable Development; [2] Sustainable Infrastructure and Mobility,Yes
bafyreiek25gq6pannnyvlampnhgfaqzqtzmwjoi3dpwtvzs32bhepamwoa,Telegraph headline: woke ticks working to counter climate change by reducing the consumption of red meat,[1] Environment; [2] Climate Change; [2] Climate and Environment,Yes
bafyreidvh2kvok3jmg2u5mn6jq6nuo77b2lvzcvf5ecn4cvxczqzfwhuu4,"We should probably require data centers to sign long-term contracts for their electricity. This would help clean energy suppliers, including new long duration storage and geothermal, secure financing and compete on a more level playing field.",[2] Renewable Energy; [2] Energy Policy and Transition,Yes
bafyreibnptxoauikzfv7ayk277yonx6ppkrvs7mhnanloucoozcpttl7om,"To spare a few seconds’ effort, this is at Wikipedia is a start ⬇️

That’s a (very) polite take. Away from Wikipedia you’ll see much stronger language from experts about this.

I sincerely hope he doesn’t get the role.

Source: en.wikipedia.org/wiki/Great_B...",,No
bafyreighws6un6xgmknyvjzim554iystjzt5vsdkkf5wd4y7wytbmsjou4,Looks like we are going from a Prius economy strategy to address climate change (all of the above energy sources) to a 2006 Ford Explorer strategy: lots of fossil fuel at least when it runs. Not clear which may be more effective in reducing GHGs.,[1] Energy; [2] Fossil Fuels; [2] Climate Change,Yes
bafyreihc6ukrgk4eitwhlgt7y3zdwfmu6k2hipcoqpn63ghc3i44lebvhi,Good question...I suppose to get the moderate independents back you need to find a moderate liberal candidate and they are a very rare species in the lnp party...they've been over taken by climate change deniers and racist homophone Christians...,[2] Climate Change Communication and Public Perception,Yes
bafyreigl7gcwcntybgksndzjtplfdmnztdc4nrckqvy7rjucrpxujlphye,Reading The Road To Wigan Pier at last. The dreadful descriptions of coal mining and summer housing is so shocking. And this was only in the 30s! No wonder my coal mining great grandads emigrated with their families to South Africa!!,[2] Fossil Fuels; [1] Environment; [2] Social and Economic Sustainability,Yes
bafyreideojnrtn6u7ct4s6lzsy47d7jb4omsihfkz26bo7z2wznh2st3ii,"I could really do with some good news! My life is super stressful at the moment as I'm being made redundant, and the World is super stressful with war, A.I. and climate change. So any nice stories about kittens or whatever, send them my way!
Boobs in my DMs will also be appreciated. x",,No
bafyreibxggjoinycj5ehua2tafbwk523xf2untsspykhfh42juwdlxe7sq,"A fantastic report highlighting how fossil fuel companies use sports sponsorship to improve their public image and give the impression their activities don't have dire consequences for our planet and its inhabitants.

#SayNoToSportsWashing",[2] Fossil Fuels; [2] Environmental Policy and Governance; [2] Climate Change,Yes
bafyreicbuahkbyuggnfb3yuwmdks7vvnqouu5nszvoo6eac5hnwg32soem,"Really weird since the he’s against environmental regulations and climate change (he vacillates on the issues). They must’ve liked his accent.

Have you seen the destruction his plants are causing?",[1] Environment; [2] Environmental Policy and Governance,Yes
bafyreicac5wlgqozm2sr6ykghgvyffirycriie2d5j2qraybmecxbnb4wm,😃 The sustainable cannabis entrepreneur and the gay farmer … but after that a toss-up of tossers …,[1] Sustainable Development; [1] Social Justice,Yes
bafyreifruk7a5dmv63z477wjmh52is7n47ssaq7u2feua3tm7a63ln7sn4,"NREL Helps US Forest Service Go Green After 2024 Lake Fire
->National Renewable Energy Laboratory | #Forest | More info from EcoSearch",[2] Renewable Energy; [1] Environment,Yes
bafyreiduoqmuttwdeaxqy455nc3lcdn2iswj647euci5wjbpw246iuodsm,"Select Committee of Intelligence SH-216 today. When questioning Tulsi Gabbard, Sen King ME did 2 remarkable things.

-requested that Gabbard make full Signal chat public, since she claims there was no sensitive information.

-asked why this is the first time climate change is NOT listed as a threat",[2] Climate Change,Yes
bafyreibotyzvnwtbdtwfjhytu7gnikn3uffgxqakcqc6vd2jyp3stk4qii,"Also … remember the “£22b black hole” that gets mentioned every time someone asks why our old, poor and disabled need to be further immiserated?

How much did the government commit to greenwashing for Big Oil again?",[2] Fossil Fuels; [2] Energy Policy and Transition; [2] Economic and Social Equity,Yes
