cid,text,llm_theme_summ,llm_theme_theme,lda_topic_id,lda_topic_keywords,bert_topic_keywords,bert_topic_name,lda_keywords_llm_truth,bert_keywords__llm_truth,llm_theme_llm_truth,llm_summ_llm_truth,lda_keywords_human_truth,bert_keywords_human_truth,llm_theme_human_truth,llm_summ_human_truth,,,,
bafyreihljgw3nm3fmet67heokj7i2zvggszsbzicfsl63ouyhkdb3es6py,"""In April this year, China installed more solar power than Australia has in all its history. In one month.""

Another benefit of green energy is that it provides freedom from foreign dependence. And the wars over oil that dominated the 20th century, and so far the 21st.",China's green leap,Green Energy Sovereignty,43,"solar, energy, wind, power, panel","australia, auspol, australian, au, dutton, farage, australians, com australia, australia ne, com au",7_australia_auspol_australian_au,TRUE,FALSE,TRUE,TRUE,Yes,No,Yes,Yes,,,,
bafyreigua64cj7lx2q5lvalik7umr5n2y5vrtcirwsxhfg7tetplxbwcfq,"📯🇩🇪Germany abandons the long-term, fixed-price contracts to buy green power from new renewable energy projects.
""The energy transition can only succeed with more pragmatism and realism"" said the country's Economy Minister Katherina Reiche while presenting the policy change
🧵",Green Energy Sovereignty,Climate rollbacks,99,"energy, clean, renewable, green, bill",,-1_clean energy_social_green_bsky social,TRUE,FALSE,FALSE,TRUE,Yes,No,Yes,No,,,,
bafyreid75hywbrmk4amb7f66kf6feoo5ybemw423c7sjn72vwja2su7gnu,But reducing carbon pollution is more important than reducing tire particulates.,Fossil fuel deception,Water pollution crisis,38,"climate, important, change, increasing, biggest",,-1_clean energy_social_green_bsky social,TRUE,FALSE,FALSE,TRUE,No,No,No,No,,,,
bafyreiclou3aklwglejwkk4rlllmji3erdjopni3r5qays3or4p2qp3gla,"How cutting US air pollution could save 6,000 lives a year by 2030

Read more

#Pollution #Fossil #Climate",Water pollution crisis,Water pollution crisis,13,"life, planet, human, house, right","air pollution, air, pollution, exposure, air quality, quality, pm2, airpollution, asthma, mask",1_air pollution_air_pollution_exposure,FALSE,TRUE,FALSE,FALSE,No,Yes,No,No,,,,
bafyreifwyd2gyszv4awa6zqvqt27hicfmc7jhknaotix7n5zag736hvy4m,"HMMM, just how many shares of Fossil Fuel stock does Donnie own anyway",Fossil fuel corruption,End fossil fuels,5,"fuel, fossil, industry, stop, company","campaign, donors like, atlas network, 2024 election, contributions, whitehouse, ryan, fbi, bribe, poured",66_campaign_donors like_atlas network_2024 election,TRUE,FALSE,TRUE,TRUE,Yes,No,No,No,,,,
bafyreidq5zuvrvgu4ypdkp2bpo6zifnuruarrwzqekvgxzbg7ovq3evs3m,"KC.. Fully agree about Climate Change, right to unpolluted air and clean water. Sad to see people in Flint and Louisiana still fighting for removal of lead pipes..LA doesn’t even have pipes for sewage, or septic tanks !

Shameful.. hospitals in Rural areas to close with no Medicaid ‼️No cellphones 😰😰",Climate Denial Backlash,Water pollution crisis,47,"thing, something, change, climate, actually","fires, wildfires, california, wildfire, la, la fires, angeles, los angeles, los, winds",5_fires_wildfires_california_wildfire,FALSE,FALSE,TRUE,FALSE,No,Yes,Yes,No,,,,
bafyreiet6kz5hs4peicbtxbsnjryrb5a5xtu6re27btacemr7ykaq6rgo4,I’m in zone 8-9 but hey with climate change who really knows? 😄,Climate unease,Climate unease,77,"end, worse, everything, become, please","snow, degrees, winter, cold, summer, winters, ski, october, sucks, hot",15_snow_degrees_winter_cold,FALSE,FALSE,TRUE,TRUE,No,No,Yes,Yes,,,,
bafyreie2ejsv6etk4a4psm4mjcurtqqsumtofs5kzbvoctjczyo5nhoom4,A comic book about climate change refugees made with AI is so grotesque I can barely put it into words.,Climate justice action,Climate migration crisis,47,"thing, something, change, climate, actually",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,TRUE,No,No,Yes,Yes,,,,
bafyreiaq2guna4hrgyqefjefoim665tr7tc7ub3fnzvl6mfgicrftkt77q,I'm sure that the world getting destroyed by climate change will really decrease the price of eggs. How can people just be this selfish with the future of the planet?,Capitalism's climate doom,Climate unease,29,"rate, climate, change, worst, amazon",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,TRUE,No,No,Yes,No,,,,
bafyreiazc5t6lq4rx5rphdq55h545sklg2nveeyzxxotnm2z5y4d3szh5a,Your weekly update on economic justice news from @hrw.org: Climate-related relocation of indigenous community in the Solomon Islands. Housing policy problems in Los Angeles. A new national plan for businesses in Malaysia. Child labor in US. Toxic industrial pollution around the world. Links below.,Climate justice action,Water pollution crisis,75,"community, local, place, face, rule",,-1_clean energy_social_green_bsky social,FALSE,FALSE,FALSE,TRUE,Yes,No,No,No,,,,
bafyreifrwvjmvjyjlholew2ujg2goo7xssbx7i65au35il2cv6lrandzse,"""We are messing with the trigger that causes climate change....the outcome is likely to be ferocious.""

- Prof Russell Coope (1930-2011)",Deadly Heat Crisis,Climate legal accountability,4,"climate, change, event, heat, extreme",,-1_clean energy_social_green_bsky social,FALSE,FALSE,FALSE,FALSE,Yes,No,Yes,No,,,,
bafyreibyi6uos6k7nocqdfxv33glcl64i75jlduv2k3brqvfmkltns2y74,"Remember this one?
Doug Ford government spent $231M to scrap green energy projects",Fossil Fuel Overreach,Climate rollbacks,2,"science, protect, rich, republican, order",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,FALSE,No,No,Yes,No,,,,
bafyreif45vvk34cbzguju7axtzpudfoyabhpdhvro5cagpkq2teahk774u,"Since I’m trying for a doom free Friday, I will say that the average low temp in May here has been above average. And that’s in line with how climate change is expected to impact the Yukon. We aren’t getting higher highs, just higher lows. 

(16.2 is the max we’ve hit in May.)",Climate unease,Climate unease,80,"ever, best, supply, question, tree","snow, degrees, winter, cold, summer, winters, ski, october, sucks, hot",15_snow_degrees_winter_cold,FALSE,TRUE,TRUE,TRUE,No,No,No,Yes,,,,
bafyreih2cnh4t45em5qw7o37yim5j27uo7stuiqrq7zobq4ba5xpygjyim,"Texas could be Trump’s one clean energy bright spot—as oil drillers turn to geothermal
The state’s wildcatting entrepreneurs, embrace of light regulations, and, drilling experience have set the stage for a world-leading boom in geothermal energy production..  

www.fastcompany.com/91277609/tex...",Aviation decarbonization,Green Energy Sovereignty,99,"energy, clean, renewable, green, bill",,-1_clean energy_social_green_bsky social,TRUE,FALSE,TRUE,FALSE,Yes,No,Yes,No,,,,
bafyreig4x4bpvnqeh6agcyltreaei3ebjgf6p7pe7uup7tcjng3kaof5ie,Will any of these case of extreme heat in Europe and the USA change governments policy on climate change. No as they are in the hands of fossil fuel companies and making money . This is happening at 1.3c and we have less than 3 years to stop going passed 1.5c . No hope of that .,Capitalism's climate doom,Climate rollbacks,4,"climate, change, event, heat, extreme",,-1_clean energy_social_green_bsky social,TRUE,FALSE,FALSE,TRUE,Yes,No,No,Yes,,,,
bafyreihhkb2kpam7afgxojbpf6zrakhhui35gaae6ydgiykpy4mehrod4q,"Let's be clear.  Women aren't just reacting to Trump's deplorable treatment of women. They are also reacting to the GOP's polices of putting children in cages, putting lead in water, ignoring climate change,tax scams for the rich and sabotaging healthcare",MAGA Climate Deception,MAGA Climate Deception,7,"development, love, working, free, sustainable",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,TRUE,No,No,No,No,,,,
bafyreidzoeovk2rwgm6h3ccilk4h24addifiztrnu3xlifg6csmybopgkq,If we could somehow harness David's naivete as an energy source we could eliminate global warming,Science under attack,Science under attack,45,"could, cost, source, instead, would","doesn believe, believes, donald, trump, change hoax, donald trump, doesn, thinks, believes climate, hoax",2_doesn believe_believes_donald_trump,FALSE,FALSE,FALSE,FALSE,Yes,No,No,No,,,,
bafyreihvl7eypflk6pmb3a4j4pk7fqaoh6symxd2fdyra7vw7xx3hfrnca,"#QP your Fighter

Fox in The Ring
Every punch carries the weight of the wild. 🥊🦊

#Ai #CreativeAi #GPT5 #AiGenerated #SynthArt #PromptArt #GenerativeArt #AiIllustration #AiArtists #AiArtCommunity #AiCommunity

Integrating Joy, differentiating with Sprinkles.✨",Starry night preservation,Sound's dual impact,67,"make, look, profit, sense, tool",,-1_clean energy_social_green_bsky social,FALSE,FALSE,FALSE,FALSE,Yes,No,No,No,,,,
bafyreife7cdpntxrvfvkhe5asrh6jvwae7et7bvrpzo7kdg4u7xcjjy6za,"As if space junk isn't enough pollution already. And who needs scientists warning of pollution from these launches....geesh, it's not rocket science to figure that out....🤣🤣🤣...sorry dumb joke.",Science under attack,Science under attack,81,"pollution, air, city, show, focus","air pollution, air, pollution, exposure, air quality, quality, pm2, airpollution, asthma, mask",1_air pollution_air_pollution_exposure,FALSE,TRUE,FALSE,FALSE,No,No,No,No,,,,
bafyreifwrxflbez2n2beysnhjvq3zdmitgl3uqm4t5subkwj5t6vh4ntei,"Climate change disclosure and carbon performance of Chinese listed companies: exploring the moderating effects of climate governance and corporate environmental governance 
Frontiers
www.frontiersin.org/journals/cli...",Climate action collaboration,China's green leap,76,"climate, report, change, effect, canada",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,FALSE,Yes,No,No,No,,,,
bafyreiccejao4nhwxtztllkbjx4aleuwgqr6sipaao75es5sabfarnvbb4,"Yeah no you're good. Absolutism is the rejection ( either by choice or by a lack of effort ) to look for nuance.

""Immigration is bad"" or ""men are evil"" or ""all cops are bastards"" or ""climate change is a hoax"" are all very absolutist positions to have, when the reality on each requires more detail",Science under attack,Climate Denial Backlash,15,"climate, change, reality, yeah, oh",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,TRUE,Yes,No,No,No,,,,
bafyreidrgqqezqzmaqrk6o7egubm4do34rlfrqptddaq6r2qm3s4wxuav4,"Jordan Launches New Solar Energy Support Program To Reduce Household Bills
->SolarQuarter | #SolarEnergy #RenewableEnergy | More info from EcoSearch",Renewable energy surge,Renewable energy surge,24,"climatechange, info, ecosearch, climate, change","solar, panels, solar energy, solar panels, battery, storage, grid, batteries, solar power, solar panel",0_solar_panels_solar energy_solar panels,FALSE,TRUE,TRUE,TRUE,No,Yes,Yes,Yes,,,,
bafyreied2mhtfbtxpkzugopt74ocudxae5nq3m4dyj4yjex3j444pkv2wu,"good morning ☀️

I have no meetings today and the smallest to-do list ever so I am going to try and soak up as much beautiful spring sun as I can and get some book club reading in and some chores done!

manifesting the best energy to you all, you're amazing and strong and this week will go well!",Climate unease,Climate unease,1,"go, hope, thousand, dry, type","energy clean, shower, apartment, oven, kitchen, having clean, clean room, cat, clean, cleaning",30_energy clean_shower_apartment_oven,FALSE,FALSE,FALSE,FALSE,No,No,No,No,,,,
bafyreidhqcah3plxk662fo5lem4httshhntytwmfzkspvinocakhl6umla,"No one takes Climate Change or Biodiversity loss seriously.

www.bbc.co.uk/news/article...",Climate legal accountability,Climate injustice exposed,40,"climate, yes, change, deforestation, nature","species, habitat, habitat loss, animals, homo, change habitat, habitats, extinct, wolf, conservation efforts",44_species_habitat_habitat loss_animals,FALSE,TRUE,FALSE,TRUE,Yes,Yes,No,No,,,,
bafyreie4bjz2xogbbyhglruniojszfvrembemzhog6us6heyejkuzl3sny,"🌐 2024 was officially the hottest on record

#Agreement   #Climate Change   #Paris   #Paris Agreement   

https://www.dw.com/en/2024-was-officially-the-hottest-on-record/a-71255536?maca=en-rss-en-all-1573-rdf",Deadly Heat Crisis,Climate unease,61,"system, data, join, month, center",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,TRUE,No,No,Yes,No,,,,
bafyreidmvs6v2xinysvkbaklutdeasxumewwnuw75xovgdjl2jafb5lbum,Our principal David Saah is currently on a two week trip across Latin America working to strengthen collaborations and localize GeoAI solutions for sustainable landscape management. Learn more: tinyurl.com/4j8rnspn,Climate action collaboration,Climate action collaboration,21,"week, generation, past, happen, per",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,TRUE,Yes,No,Yes,Yes,,,,
bafyreib6a6z5npvn23gihn5r6ongu3o3ur4hgobyr2n7rfkdrkm3k3q3gu,"UBI will be the next New Deal for the next generation... after the market crashes and the revolution.. If we are to survive... Infrastructure, climate change, healthcare and UBI.",Capitalism's climate doom,Climate action collaboration,15,"climate, change, reality, yeah, oh",,-1_clean energy_social_green_bsky social,FALSE,FALSE,FALSE,TRUE,No,No,No,No,,,,
bafyreicu2zu6oyfuo4ckhn7azyhftulpnbr7peqlyn354rcfya7popsgse,Would an updated Green Hornet be a retired high-level oil exec that secretly supports green energy and climate justice?,EV transition barriers,Climate action collaboration,99,"energy, clean, renewable, green, bill",,-1_clean energy_social_green_bsky social,TRUE,FALSE,FALSE,FALSE,Yes,No,Yes,No,,,,
bafyreidgaizxz4xys5kllhiuvju55tap62ct7mtbht5tgxjyjef7y3y7by,"Negative emotional reactions were lower at baseline in countries at higher risk from climate impacts, and increased more after receiving scientifically accurate information about climate change in countries more structurally and societally vulnerability to climate change.

Overall.. 4/",Climate injustice exposed,Climate unease,19,"insurance, guess, site, company, sell","children, kids, child, youth, birth, school, youths, young, young people, emotion",20_children_kids_child_youth,FALSE,FALSE,TRUE,TRUE,No,No,Yes,Yes,,,,
bafyreiek4qfiavodcskh5ot3wxrioit2ntdzqb46qylcmdcx2ghdzfecvi,"⚠️ 2025-06-06
Sévérité: Modérée
La fumée cause ou risque de causer une mauvaise qualité de l'air et une visibilité réduite.  Des niveaux élevés de pollution de l'air en raison de la fumée causée par les feux de forêt devraient reven...",Climate-fueled wildfires,Climate-fueled wildfires,31,"production, funding, opportunity, red, personal",,-1_clean energy_social_green_bsky social,FALSE,FALSE,TRUE,TRUE,No,No,No,No,,,,
bafyreidv3fakkmhishp6ojdr5dm7iscpuq52vaf6mkulgxjbqmiyrpdbsi,"Like it or not, either a capitalist solution is found for climate change or there won't be a solution.",Capitalism's climate doom,Capitalism's climate doom,49,"many, money, cause, people, climate","capitalism, rich, billionaires, private jets, billionaires earth, jets, rich people, compounds, prioritizes, vid",47_capitalism_rich_billionaires_private jets,FALSE,FALSE,TRUE,TRUE,No,No,No,No,,,,
bafyreidl5jcpu7qz4xtkwargmxfts3n7vb47dcjyoongxf5qemjaui5m44,"California just made history! 🎉  The Golden State is now powered by 2/3 clean energy, becoming the world's largest economy to reach this incredible milestone.  #CleanEnergy #California #RenewableEnergy #ClimateAction",Clean Energy Push,Renewable Energy Momentum,3,"climate, change, real, believe, feel","solar, panels, solar energy, solar panels, battery, storage, grid, batteries, solar power, solar panel",0_solar_panels_solar energy_solar panels,FALSE,FALSE,TRUE,TRUE,No,No,Yes,Yes,,,,
bafyreiea37o7kjoaph5i7br7cieyxvzy2yhuqruz24oqe4wyua7dlgwbci,"The current Tory position on climate change amounts to ‘it’s happening, it’s serious, we have no meaningful plan to address it, and we intend to make it worse’.
www.theguardian.com/politics/202...",MAGA Climate Deception,Climate rollbacks,3,"climate, change, real, believe, feel",,-1_clean energy_social_green_bsky social,TRUE,FALSE,TRUE,FALSE,No,No,No,No,,,,
bafyreigwfu2ms5gjxgiktkhflxvnjwfddpz5id4i7mh4ur6d7u27zgbn3m,"🗺️ If Luxembourg wants to promote sustainable mobility, we need safe, continuous, and comfortable cycling infrastructure – not narrow lanes and broken links.",Independent investigative journalism,EV transition barriers,25,"cut, already, fight, etc, infrastructure","transport, transit, bus, sustainable transport, trains, transportation, bike, cycling, public transport, bikes",19_transport_transit_bus_sustainable transport,FALSE,TRUE,FALSE,FALSE,No,Yes,No,No,,,,
