cid,text,llm_theme_summ,llm_theme_theme,lda_topic_id,lda_topic_keywords,topic_keywords,topic_name
bafyreiapcpa5edizcymxffrhhz7se4be7xuuw7pyzu2h7z5r5zwdysupnu,"Torrential rains trigger flash floods in Kashmir, killing at least 56 and leaving scores missing. Cloudbursts have increased because of climate change, & damage from the storms also has increased because of unplanned development in mountain regions. pdpwbj.clicks.mlsend.com/tl/c/eyJ2Ijo...",Climate injustice exposed,Water pollution,70,"fire, climate, change, point, post","flood, flooding, floods, river, colorado river, flooding climate, flood risk, floods climate, weat, dam",90_flood_flooding_floods_river
bafyreiaex6wznduzivvbn76ywqkdhoimelzwbdjruo3wt336rjvcowiwne,"Clean energy too. 

But housing is the *big* one.",Clean Energy Push,Clean energy,99,"energy, clean, renewable, green, bill",,-1_clean energy_social_green_bsky social
bafyreiebexmtsiecdcwgh7ydw4xjhu3bz4cck2j4xbydvmsuamu5txtgku,"Hope you cover the US economy, post Trump's unfortunate election.  Keep telling us the truth re inflation, cost of eggs, impact of tariffs, impact of climate change.  Renewables vs Oil & Gas Impact.

We need constant pie charts for the illiterate, posted weekly.  like what % of the US is transexual?",MAGA Climate Deception,Clean energy,3,"climate, change, real, believe, feel",,-1_clean energy_social_green_bsky social
bafyreiamtvksnn2tl4xbvq7duzpfp7edlxyk33c4zkhelquj4xt5ykgll4,"The Best Renewable Energy Stocks to Buy Before They Take Off
->The Motley Fool | #RenewableEnergy | More info from EcoSearch",Clean Energy Push,Clean energy,24,"climatechange, info, ecosearch, climate, change","enkiai, clean energy, cleanenergy, energy stocks, clean, renewableenergy info, enkiai com, contact enkiai, cleanenergy info, enkiai insights",25_enkiai_clean energy_cleanenergy_energy stocks
bafyreicqbsxlwy2kyhlrrpzwhuiblvvj64f2tbujym2wonzd2mtscg7pwm,"Yet fishermen are complaining about off shore wind farms & not about oil & gas drilling, dredging, oil spills & sewage dumping.",Fossil fuel deception,Water pollution,36,"oil, drilling, gas, price, trump",,-1_clean energy_social_green_bsky social
bafyreihxa2htqsjirogbmwgq2tavmnf2h4r7iopmj53jzvsa7g2okyaf4a,"As a lifelong Californian having grown up in So. California, my heart is heavy with the loss of life and property in the Palisades fire. This will continue, there and elsewhere, until we, as a nation, address climate change.

Believe in science. Then act accordingly.",Climate-fueled wildfires,Climate Wildfires,3,"climate, change, real, believe, feel","fires, wildfires, california, wildfire, la, la fires, angeles, los angeles, los, winds",5_fires_wildfires_california_wildfire
bafyreieaj2mnojxwumx4nxwoh5ilezahefvgjjiyearidauwlgm5m2fep4,"Fuckin Pimsleur Romanian is teaching me to fuckin haggle. 

I'm not mad about it, just exclaiming over it. (It's an exercise for drilling numbers and shopping or restaurant vocabulary.)",Sound's dual impact,Anti-Deforestation,93,"give, kill, try, reform, mind",,-1_clean energy_social_green_bsky social
bafyreienjct25phstvyuw4r7mlvhmhabf3qqkury6wkbu3a5whcs6eoq5a,"In school we learnt about climate, global warming & effects of greenhouse gas emissions & deforestation. 
The monsoon season is becoming less predictable & the number of extreme weather events we notice is increasing.
2/",Climate unease,Climate Wildfires,90,"emission, state, gas, greenhouse, administration","children, kids, child, youth, birth, school, youths, young, young people, emotion",20_children_kids_child_youth
bafyreihu7myu7hr3pq4qzntivr32bamojyuzwbdwfsbscuocgds2eioyqu,"Time and time again, clean energy is popular. michiganadvance.com/2025/02/25/p...",Clean Energy Push,Clean energy,99,"energy, clean, renewable, green, bill","enkiai, clean energy, cleanenergy, energy stocks, clean, renewableenergy info, enkiai com, contact enkiai, cleanenergy info, enkiai insights",25_enkiai_clean energy_cleanenergy_energy stocks
bafyreiatrshd7vq6n4327a5sucmbwtmr4e2w2bq7f6cudmjnwg75wiraza,"Don't believe the hype - there are no new markets for Canadian oil & gas

And no amount of subsidies or pipelines will change the economics of terminal decline in the fossil fuel sector

It's time to decarbonize.

Latest @nationalobserver.com 

#cdnpoli

www.nationalobserver.com/2025/02/19/o...",Fossil fuel deception,Anti-Big Oil,5,"fuel, fossil, industry, stop, company","canada, carney, canadian, alberta, canadians, smith, poilievre, cdnpoli, mark carney, ottawa",8_canada_carney_canadian_alberta
bafyreierzwofpm3hubxolcf2p54743lgldh6tnl6j32vvjjvctbuoqqeai,"A new report shows that the Spanish bank Santander, the 14th largest in the world and a familiar presence on the British high street, has been indirectly funding deforestation activities in the Gran Chaco, an ecosystem sprawling across Argentina, Brazil, Bolivia and Paraguay.",Deforestation & Wildlife Crisis,Anti-Deforestation,31,"production, funding, opportunity, red, personal","deforestation, trees, forest, palm oil, forests, palm, boycottpalmoil, rainforest, boycottpalmoil boycott4wildlife, boycott4wildlife",4_deforestation_trees_forest_palm oil
bafyreide6kgbczjn3oty2vpnwt3bcdsd5fb5wxjt3i5un6nisyiqqicxmm,#News: ð§ª Aussie #biotech #Levur raises AUD$1.2M to replace #palmoil with lab-grown oils.  ð´ No #deforestation. No #landgrabbing. No #extinction. ð¦§  #BoycottPalmOil #Boycott4Wildlife #Vegan www.personalcareinsights.com/news/lab-gro...,Deforestation & Wildlife Crisis,Anti-Deforestation,72,"level, interest, act, record, temperature","deforestation, trees, forest, palm oil, forests, palm, boycottpalmoil, rainforest, boycottpalmoil boycott4wildlife, boycott4wildlife",4_deforestation_trees_forest_palm oil
bafyreif7oarywwy5447x64xfrzxcbj374iznvtx4vsk2wurmmsshqa2kzi,"Would be interesting, in a morbid fashion, to see just how they propose to 'adapt' habours that the US Navy needs for the deep sea ships, like carriers.  Much less the airfields and bases that are in areas that will be impacted by weather extremes caused by climate change.",Climate migration crisis,Climate Wildfires,38,"climate, important, change, increasing, biggest",,-1_clean energy_social_green_bsky social
bafyreianerpcafgs357g7uskxo5bkvswhqnqmzk6jdhexg3d6xhqqynume,"Excited about the future of clean energy? So are we! Thatâs why weâre celebrating Sun Day on September 21, 2025. You can get involved at sunday.earth 

ð Read the full story: environmentamerica.org/california/m...",Clean Energy Push,Clean energy,99,"energy, clean, renewable, green, bill","september 21, celebrate, holidays, earthday, day, sun, day solar, sunday, power planet, omnibus",93_september 21_celebrate_holidays_earthday
bafyreiegyywq5dol4nhxtavcxqazev4xajgybja2uqcvcjjpknj4hodhz4,"Climate change worsened rains in flood-hit African regions, scientists say - https://www.channelnewsasia.com/sustainability/climate-change-worsened-rains-flood-hit-african-regions-scientists-say-4696271",Climate injustice exposed,Water pollution,56,"climate, change, scientist, war, expert",,-1_clean energy_social_green_bsky social
bafyreie7bdixg7izldxdyyfcztvbdbe57v7shy4p4v732pzgres4lby3fe,"We now have faux elections in the US, where the greedy corrupt, murdering, corporate billionaires have already bought out all our politicians on both sides of the aisle, so that even Democrats like Biden lie and say ""no new drilling"" and then get into office and approve more new drilling than ever..",Capitalism's climate doom,Anti-Big Oil,36,"oil, drilling, gas, price, trump","drilling, oil drilling, drill, oil, drilling oil, drilling mining, baby drill, drill baby, gas drilling, alaska",6_drilling_oil drilling_drill_oil
bafyreigzdwtu6z3vlct6t2lkns2hvntnheh4llvzsy4stbzuv6eilaevhm,"Porty Pride was fab, we got a sustainable knitted frisbee and it works SO well",Sustainable luxury fashion,Sustainable Fashion,11,"got, food, business, enough, sustainable","fashion, sustainable fashion, cutt ly, cutt, eco friendly, eco, clothing, sustainablefashion, friendly, shop",29_fashion_sustainable fashion_cutt ly_cutt
bafyreicddzw23gqldam2c6ejnrvjkquu36ftvz2pkyk6udoiwer2uwtcxy,"-Signing a single-stair study bill
-Large investments in homelessness prevention and housing infrastructure
-Signing a bill that exempts Minneapolis's 2040 plan from environmental review
-Green energy permitting reform",Clean Energy Push,Clean energy,99,"energy, clean, renewable, green, bill",,-1_clean energy_social_green_bsky social
bafyreibuv7y4nfzidaymoblewewggbrfjz64kmbjjio66okz5yt3klbbgi,"#ProudBlue #BlueEarth

Climate change is making it more difficult to enjoy a beloved midwestern past time of ice fishing. 

Wide temperature swings in WI and MN have delayed the formation of ice thick enough to support anglers and other outdoor recreationists.

www.dailykos.com/stories/2025...",Deadly Heat Crisis,Climate Wildfires,49,"many, money, cause, people, climate",,-1_clean energy_social_green_bsky social
bafyreifgh5u7npzzf7wku2uxwlf7rjuvuo3ft5qqd3vvhudipdioxt54va,"Recurringð§µof cartoons: when you get to the end, click on Continue Thread.   

If you save a cartoon, keep caption w/ artist's name & handle.   

Previous ð§µs under Feeds tab of my profile. 

Deforestation has devastating consequences!

Peter Kuper @pkuper.bsky.social",Deforestation & Wildlife Crisis,Anti-Deforestation,72,"level, interest, act, record, temperature","deforestation, trees, forest, palm oil, forests, palm, boycottpalmoil, rainforest, boycottpalmoil boycott4wildlife, boycott4wildlife",4_deforestation_trees_forest_palm oil
bafyreidcojr4jm2whimf3bfcfgeyxcstvzis33vjpuxlyj55hwx2auxrly,"Support for solar, EVs, and the energy transition in India's coal country. 
Odisha is India's largest coal producer and gets 90% of it's power from coal.
#energysky
energy.economictimes.indiatimes.com/news/renewab...",Renewable energy surge,Clean energy,71,"coal, mining, america, innovation, able",,-1_clean energy_social_green_bsky social
bafyreicdgazs4k5d6beenfvdufdtzvcleai6aydegq3abajgaqzeflzyr4,"âConnected Corals Have a Better Chance of Adapting to Climate Changeâ â Technology Networks

#EnvironmentalNews #ClimateChange #Climate",Climate rollbacks,Ocean conservation,24,"climatechange, info, ecosearch, climate, change",,-1_clean energy_social_green_bsky social
bafyreifvupou2j3qxo6vwmuaf73t6ehbbzklzm3fofkj5tdw3jyaebhqem,"Nice @mongabay.com article on our recent GEC paper linking deforestation and biodiversity loss in the Chaco to internationally traded commodities and domestic consumption (paper here - doi.org/10.1016/j.gl...). 
news.mongabay.com/short-articl...
@mongabaylatam.bsky.social @biogeoberlin.bsky.social",Deforestation & Wildlife Crisis,Anti-Deforestation,40,"climate, yes, change, deforestation, nature","deforestation, trees, forest, palm oil, forests, palm, boycottpalmoil, rainforest, boycottpalmoil boycott4wildlife, boycott4wildlife",4_deforestation_trees_forest_palm oil
bafyreignpyhmadibhigfvmtg6a33lucxe4v7xb7gui5ayhifsvua47hoh4,My home was impacted by the 2019 climate change driven fires and 2022 floods.  My late partner and I protected 96.5 acres of a hundred acres of property to store carbon and save habitat.  We can all contribute for sure.  ð www.facebook.com/TheBogConser...,Corporate Climate Accountability,Climate Wildfires,70,"fire, climate, change, point, post",,-1_clean energy_social_green_bsky social
bafyreicdpthledp7rturhs7tuvyexjrxeuifmqkhesfxltqqmi4ncj5a5a,Breaking beauty innovations: New makeup launches are turning heads with sustainable packaging & AI-powered color-matching! ð¿ð Perfect for eco-conscious glamors. #MakeupInnovation #SustainableBeauty check celebrity cloths: cutt.ly/GrRd2il8,Sustainable luxury fashion,Sustainable Fashion,21,"week, generation, past, happen, per","fashion, sustainable fashion, cutt ly, cutt, eco friendly, eco, clothing, sustainablefashion, friendly, shop",29_fashion_sustainable fashion_cutt ly_cutt
bafyreihbzqu54y3jrdkha67gnlyoedyauoc3jxpd6rvqcjerrtu2xzsxji,"My 7yo daughter has been loving learning about #deforestation, #biodiversity and #extinction at school, and was motivated to make these posters for our local area. 

I'm particularly pleased with her phonetic spelling of our national drink 'An Broo' to depict a drinks can. â»ï¸
#IrnBru",Deforestation & Wildlife Crisis,Anti-Deforestation,40,"climate, yes, change, deforestation, nature",,-1_clean energy_social_green_bsky social
bafyreifcqhp4fhg7vkuxhf6kj3wetuenrprwpyfynrawwwlxig2r4b54fe,"Farmers in England fear for nature after sustainable farming frozen
@theguardian.com 

Government also considering blocking more profitable farmers from a revised future scheme
#madness
We are in a #biodiversityCrisis

www.theguardian.com/environment/...",Water resilience,Anti-Deforestation,90,"emission, state, gas, greenhouse, administration","farmers, crops, yields, food supply, agriculture, agricultural, farmer, food, agricultural practices, wheat",39_farmers_crops_yields_food supply
bafyreidrinuire2np6qzovdxjq3urue4jhvafa2f6uo2qhdeiowwosowyq,"""Unless changed, Virginia Clean Economy Act will incur â¼$6B in compliance costs over the next decade,"" writes ANS ðºð¸âï¸ in @richmond.com. â[T]hat could be substantially reduced if VCEA were updated to a technology-neutral clean energy standard that includes nuclear.â ð richmond.com/opinion/colu...",Clean Energy Push,Clean energy,99,"energy, clean, renewable, green, bill",,-1_clean energy_social_green_bsky social
bafyreigeed24dzdnmxsjhc6wdts63ddo5vfix4khs6bh3exzhd2vljgvq4,"www.aljazeera.com/news/2023/9/...
 ð­ð
Microplastics in clouds, babies, brains, everything we eat and drink. 
Big corps like nestle keeps stealing water..creating nothing, contaminating everything. The whole world needs to shut down so we can figure this out. We want a #sustainable future",Plastic treaty failure,Water pollution,32,"nothing, seems, move, based, folk","plastic, plastic pollution, plastics, treaty, microplastics, straws, plasticpollution, plastic waste, bottles, recycling",21_plastic_plastic pollution_plastics_treaty
bafyreigdw4vwggff6at5ti5phqrthcaq72z45hkey2a7bzzb3adswfocty,"And there are a bunch of articles out there showing how these monstrosities are making people ill with all the pollution. Terrible for water, the climate, and public health. tennesseelookout.com/2025/07/07/a...",Water pollution crisis,Water pollution,51,"climate, change, issue, crisis, article","air pollution, air, pollution, exposure, air quality, quality, pm2, airpollution, asthma, mask",1_air pollution_air_pollution_exposure
