cluster,topk_rank,cid,probability,text
83,3,bafyreie3ug4mh23uskgjhnysecxp4phgid56i2vdeyxqen2hx2l2ycpili,1.0,"Cloud level rise from deforestation threatens water supply in African mountains, study finds
->Phys.org | #WaterSupply #Deforestation | More info from EcoSearch"
83,4,bafyreiandzds7lxgxlzm6fopr3lhokxopz6njlsh4wi7lac2vowhr4jrkm,1.0,"🌳 New study in #ERL Focus Issue investigates how #degradation and #deforestation in the Brazilian Amazon affect the forest's sensitivity to #climate extremes🌍

➡️ iopscience.iop.org/article/10.1...

#AmazonForest #EnvironmentalResearch @ovidiu-csillik.bsky.social @elsaordway.bsky.social"
83,5,bafyreibco6acnwmqnlap3int72atnmgmdmqbwbaqe4qc2llym62n5ruzyq,1.0,The Brazilian government is selling off the Amazon rainforest to fossil fuel companies. Help shine light on this issue by sending a letter to editor now: 350.org/lte_amazon_u...
84,1,bafyreibxpgnbhuwyagl6fcwbadfdfboxk6t7zbnscvj7bufqtxkdvxivku,1.0,"And driest... 😱
Global warming"
84,2,bafyreicqdy3cnbhbops4x3jwshxqkuasmoeai2otmbl3xmwgysjtk7qkpq,1.0,"-So, why is everyone so hot?
-Global warming"
84,3,bafyreieg6wpliv2yhvp3qghnenvg3bm7uvvore4tvdk6lb3w4b7niucvji,1.0,"Loving this weather, more global warming pls"
84,4,bafyreigncgrbioe4za7uouuwb3hmmopvifoferkzai332gxw42xsmpxtda,1.0,Global warming ..what a load of old bollocks
84,5,bafyreiduabp65l3dbm6h7ogapgl2j64o4kzmmjhft2vkigiedhhd4aul2a,1.0,Aint Global Warming Ace ?
85,1,bafyreih5nbd65h5zyfc2mkolirpedzlnvovp54zecohf7uz65dhrh2w2my,1.0,"Sure more floods, but Climate change causes that. But Trump has banned the words “climate change”! So media afraid to use the words!.#ClimateChange"
85,2,bafyreidcxompt7n74azxistmfaja4rdjluglicwi4csh5drdumhau6dhcm,1.0,Floods in Valencia claimed over 200 lives in 2024. Climate change turns extreme weather into deadly disasters. #ValenciaFloods #ClimateEmergency
85,3,bafyreifbs7fe57bcfrioviv2okoj6w3optsflbuwqotpxdzwxrdropb7na,1.0,"This is how Climate Change will effect the Disabled, they'll be the first to be abandoned to the Floods 😔

https://www.mylondon.news/news/transport/disabled-heathrow-passengers-stranded-4-29664106
#Disabled #Heathrow #ClimateCrisis #London"
85,4,bafyreigeznstn4th6v55ca2dywsqd4vewjftwfxy5ajucqlymzsmjdkali,1.0,"The city’s $14 billion flood system faces new threats from climate change, land subsidence, and Trump budget cuts. grist.org/extreme-weat..."
85,5,bafyreigdqj6kd2pynbyjytmofqjwcfhe2egjusakq475lu5q66zfdcyx2e,1.0,You mean the floods caused by climate change?
86,1,bafyreigg7gtskzbsp53nnveagrzpxsw4wsd5zbdpjni4mfew6crhiicstm,1.0,"January 2025 was the warmest on record globally, with the average surface temperature 0.79°C above the 1991-2000 January average, the EU-funded Copernicus Climate Change Service reported on Thursday."
86,2,bafyreialrhpgek6pmx7dtngucmirruwke6eg6doz4bicewxaqadf2h6t6m,1.0,"Fueled by global warming, extreme heat is the leading weather-related cause of death in the United States. It claims the lives of around 2,000 workers and injures another 170,000 in heat stress-related incidents each year, according to Public Citizen."
86,3,bafyreibpuazeffcvyrn55mdwa2synw4zati3i5lxvt7csoj6wgo6mpmkx4,1.0,"📢 The World Meteorological Organisation and NASA have confirmed that 2024 was the hottest year on record, with temperatures spurred on by greenhouse gas driven climate change. And the Bureau of Meteorology says it was the second hottest year on record in Australia after ...
👉 More news/weather bots "
86,4,bafyreih6npfbvgpg6otmdribi67rbeyqyet66nhg7hrfv6ybdwtwkskd4e,1.0,"Via Euronews: Climate change tripled death toll of latest European heatwave, first ever rapid study finds
www.euronews.com/green/2025/0..."
86,5,bafyreifowtnlduc24cmgmrvmyqigyieqqybiwrrxihonjrbcoqidkupmiy,1.0,"The number of heat-related deaths climbing so drastically can be attributed both to life expectancy increasing and the rise of extreme heat due to climate change, explained Maarten Kappelle, the head of scientific assessments at UNEP."
87,1,bafyreia2zbhjih3fbvgcdoo6y7q7flbubkch3bxndhkytppcsmmowq56b4,1.0,"Impact of climate change and genetic development on Iowa corn yield: Zai, Faisal H.; McSharry, Patrick E.; Hamers, Herbert "
87,2,bafyreidy7rln6zq2vfkvwuhsaekmbtfno5bsztepwsqnqnmo7khmfshiv4,1.0,"Coming home to roost: residents rise up against UK #chicken #megafarms - www.thebureauinvestigates.com/stories/2025... ""Booming poultry industry faces a reckoning as government pressed to finance more sustainable methods"" long overdue"
87,3,bafyreibv4jkycouvlp5s2ftlabiezdolrsithv4rg4pwqvvuiiy3xheq4u,1.0,"Sustainable gardening is much harder than sustainable animal husbandry, and animal husbandry is fucking hard. Yes, I lived on a commune as a child. Yes, I have friends who spend an enormous amount of time trying (and mostly failing) to live off their hobby farms."
87,4,bafyreih2j3l3kqnrhxtixd7qyurp5ndtashyakw44ssgjwdqysjdv3snvm,1.0,"Impact of Climate Change on Agriculture Suggests Even Greater Challenges to the Environment, Global Food Supply and Public Health

www.publichealth.columbia.edu/news/impact-..."
87,5,bafyreia3owystce2pgfja3dqrnto6gwmsr565mp3e3qqamgjlg5xh57sre,1.0,"🎥 Agricultura posted a video

🏷️ https://unjobs.org/themes/sustainable-agriculture"
88,1,bafyreiarl7wzskxijlssd2cgmqvcsuaxuelvfdyjrzyzijueod6vkdyqum,1.0,"Singapore startup Flint has developed a sustainable, paper-based battery as an alternative to lithium-ion cells, addressing environmental concerns over lithium extraction. #betterworld

springwise.com/clean-energy..."
88,2,bafyreifwddtn4jijujrr3gedu5xupylpqycqbl3ihacgv2yoy5mzcdp7yy,1.0,"Battery storage has long been what's holding back green energy in certain areas. That, and surges in demand. Continuing to improve energy storage is going to be critical for moving further from fossil fuels."
88,3,bafyreihla3i23jyee4e7dbyfjbm6z3xwhypiiw3zmugsddw3hrw6xdyxzm,1.0,"Zero-strain Mn-rich layered cathode for sustainable and high-energy next-generation batteries
->Nature | #Batteries #RenewableEnergy #Sustainable | More info from EcoSearch"
88,4,bafyreia7higl7v6kfcglcbmgv2k4l2tdylm5nlyyk3eo2tmiqvdup4mgie,1.0,"The U.S. energy #storage market achieved a record in Q3, with #Texas leading the charge. Discover what's fueling this growth in the U.S. Energy Storage Monitor report by @woodmackenzie.bsky.social and the American Clean Power Association (ACP). Get the Q4 Complimentary Executive Summary here."
88,5,bafyreidvtgcqi7r7bfjdyid7j6sxykdwantntnz3pi43xfuada6umsiyba,1.0,"Need to douse an entire tree in battery acid and connect it to a car with jumpstarters, gonna discover a renewable energy source."
89,1,bafyreiekd7lhwynsgrckteazxn73ahsdwp6gutbwsomusnf7e4xellzwqu,1.0,Scottish bird species hit by climate change mrcvs.co.uk/en/news/24174/
89,2,bafyreifwtczytznjm5p57jotkwb7hqtdy3wpicbdjbyougma34q442fz7u,1.0,"Climate change has brought rainfall to Antarctica. Many Adelie penguin chicks that get wet don't survive, so that species is now in decline. Gentoo penguins are among the more resilient. 

The 1991 Environmental Protection Protocol to the Antarctic Treaty is important, but it can't stop the rain."
89,3,bafyreicm5z5o7p5vbdlilhw3medjm3eprxftecwyn2ebrrrn5ds2z4ublq,1.0,"Exactly - insects/fauna cannot evolve fast enough and species cannot spread their range quick enough without some assistance. 
""Redbuds in Vermont"" could be a crooning wintry ode to insidiousness of human induced climate change"
89,4,bafyreihkxkzhckrvwfetxcyokjgj24uolixsylx62plbcdcabqkmlelv6e,1.0,"Homebound 
Migratory birds 
Lost in climate change"
89,5,bafyreicznmw453anjvrocitvmaregmj2myfjwawt2wjwlziirab2gyn7ru,1.0,"A heatwave, something that climate change suggests will only increase in frequency, killed 20,000 Spectacled Flying Foxes in 2019 which is *why* their status was updated to endangered.
www.theguardian.com/environment/..."
90,1,bafyreibq2ni3n5dcvccf24oyy3ioo24ybetzi3sn55gm4gnme2xfvaqxfi,1.0,"Guest commentary: Southern flounder are unusually sensitive to climate change because water temperatures during their juvenile stage determines whether they develop as male or female -- and the implications are stark.
coastalreview.org/2025/08/sout..."
90,2,bafyreifeor77hex2oljrgu3ewgo6ydtpiesc4scejfkjljqhuu25sfhplq,1.0,"Half of the gray whale population vanished between 2019–2023—dropping from 27,000 to 13,000. Once a success story of the Marine Mammal Protection Act, this iconic species now faces new threats driven by climate change.

Listen now: podcasts.apple.com/us/podcast/k..."
90,3,bafyreib47t6frqdvfzehqoxfnuisrqumjh73cvpi4ww7lsvrolmbc35yha,1.0,The plundering of the planet continues nonstop - Trawling near Antarctica for krill — a crustacean central to the diet of whales and a critical buffer to global warming — has surged to a record and is fast approaching a never before reached seasonal catch limit
90,4,bafyreibvmdzgudzciiqnkvwksd3zx5bbgkvq6hligye6qpz5pce24f34be,1.0,"
🌐 Humpback whales back in Britain, with rise in sightings from Kent to Isles of Scilly

#Climate Change   

https://www.theguardian.com/environment/2025/jan/18/humpback-whale-sightings-kent-isles-of-scilly"
90,5,bafyreidjyrbl2an36hkzbefz7gmpgy4bbuqhkkkrdnq5sm4c2pv7tgyvu4,1.0,"The walls reshape the water flow, forming pools, allowing the kugluktuk Inuit to spear fish. From the 1980s the number of fish has dropped with low in the 2000s driven by climate change, flow regime, and in-turn, the presence of fish movement barriers.
5/8"
91,1,bafyreihktifxhpzvy62orjihx3reqwpeti6nbsyqjot3rdylgi6qsdtliq,1.0,"how is it 22 degrees it's the middle of October (climate change) 

not complaining tho cuz I do all my best work outside"
91,2,bafyreiaifauig6t5xgbbrf4jbk7gmcbjvkivlotcgobe2wdbonognjgc2q,1.0,"My favorite season is still summer, on account of I refuse to capitulate to climate change. (Also my vacation time, more sunshine, the beach, etc.)"
91,3,bafyreiezigktnrq6wj5zocqww64upnvnowyeo254tpr2o2c4rhfl6vc6ce,1.0,"Two snow days in Georgia in the same month with temperatures reaching into sixties in between, we are so cooked when it comes climate change, I can’t imagine how all the plants are dealing with the wild temperature changes I can only imagine we’ll be getting more freak weather events as time goes on"
91,4,bafyreihpribtrbjltbboph2kavxzeonqijtsrzz4jeq77xty4pzkqd6fxa,1.0,"It's fucking August, people, in a global warming environment that doesn't even make the ""months with an 'R'"" rule work (I'm personally down to October to March).  Use your damn brain."
91,5,bafyreih7omo7bu5mwowxqy64icborvsvfmfpz2bz3623xobg7xdd3lhytq,1.0,I'm really enjoying these perfect temperature days before the heat creeps up again. I love having my windows open day and night! Always took it for granted before climate change made these moments more rare. 🌍☀️
92,1,bafyreifijvf4xethw6qnd2kyxbb23g3q7ooek23h3gyyinxsly3e2cbu3e,1.0,"And what do Fl, La and NC have in common that makes me have no sympathy? For decades they have denied climate. They continually sent the worst to represent them in Govt, denying, denying, even sabotaging efforts to slow the change, at every juncture. YOU GOT WHAT YOU VOTED FOR ! /1

wapo.st/3PCyyaW"
92,2,bafyreid4g2lowu2622qfrknurxhm2fckt5m5c6ozhkkhchvengvu6wr7lq,1.0,FL is a failed state that global warming will be taking care of.
92,3,bafyreidnehrp5b35z62netbzytd2y25bbpbmrgws3bte7qv37amxzsfere,1.0,From Alligator Alcatraz to Everglades restoration? Ron DeSantis really thinks everyone in the state of Florida is an idiot. This isn’t even greenwashing. This is a whole environmental cover-up! #ourwater #noshit #florida #politics #floridapolitics #flapol #swfl #fortmyers #hd78 #takebacktally
92,4,bafyreifitkdjhlmdfkunwhfkickmgnm63m75tix7ue7ge64eaa6xoaz5pm,1.0,"Tell me you want to kill your tourism industry without saying it directly. Let's make flying a pain.
 On the other hand, Florida is American ground zero for climate change and you don't wait aids to reduce it. Have fun."
92,5,bafyreibvuipg57urqhnzumyxgegv56y6divsxnirj6sqjij6ta4enhrj6q,1.0,"Florida, where you’re not allowed to talk about climate change?  That Florida?  Awesome."
93,1,bafyreigcyycei5x4moi7mdz424yctx245a4lhcr6otb54utsnpr57knhl4,1.0,Climate change made deadly Hurricane Helene more intense: Study - https://www.channelnewsasia.com/sustainability/climate-change-made-deadly-hurricane-helene-more-intense-study-4667526
93,2,bafyreic2uvssernbt42tmdyk6ueey7wvj3u6mxx4fydzrfza3ls3uzhoke,1.0,"Climate change will mean more hurricanes, hurricanes that strengthen with greater rapidity, and storms increasingly hitting cities that have little or no experience preparing for them. Gift article.

www.nytimes.com/2024/10/09/o..."
93,3,bafyreic4ay4ckhjhamvjxiyrsgmbhw4pjv7yfht6mnm7znz6o77vci3elu,1.0,"#Climate change
Boosted by warm, moist air from the Gulf thanks in part to human-made global heating, extremely strong’ storms bring risk of tornadoes and flash floods to US south

Powerful thunderstorms to sweep through Arkansas, Louisiana, Mississippi Alabama

www.theguardian.com/us-news/2025..."
93,4,bafyreiacn4kr5ianyzzmauycjzepeg56vgeyddiqfiqhplozoxfrdaitju,1.0,"PBS: This Louisiana community preps for hurricane season as questions linger about federal storm response

""...And yet, as climate change heats up Atlantic and Gulf waters, the large, swirling storms have grown stronger and intensified more quickly than in the past. All these factors present […]"
93,5,bafyreia4ppvs7mmostnqz5yvdodlnk73wil5hsiicqxp67lkejrlm45ese,1.0,"Deadly storms have torn through Europe, Hurricane Helene ripped into USA taking lives, now this👇🏼 

More than 150 flood warnings are in force, including one ""danger to life"" warning in Northamptonshire

Still Climate Change deniers claim it’s BS bc they’re stupid or taking $’s from energy industry 😡"
94,1,bafyreia3sudmogykbrscmvc7fhqhgftywoclpsl7jnaozuyljwyf2xer7m,1.0,"we won't be getting updated FEMA flood maps accounting for pluvial flooding

we won't be getting advanced warning of storms exacerbated by climate change

and we won't be getting assistance from FEMA after these events occur

not great, folks"
94,2,bafyreicyy7e45cpomtea6ty2fypsv7ryenewrvicgkjj74rptqtuv75eam,1.0,NC state government response to hurricanes has historically not been good for rural areas/poorer folks. And we know the federal government response is hit or miss at best. Climate change destroying communities.
94,3,bafyreideoqyhpecs4lbyg7lhifnogwonjtt236pdwfbum22on233hg4aim,1.0,Trump shut down a federal website on climate change in the SAME WEEK climate-fuelled floods killed at least 119 people in Texas.
94,4,bafyreifuhzvnusgq6igcvoc5ety62fac7levcomy7m73xd3gnli6vmvng4,1.0,"Climate change fuels deadly deluges, and forecasting cuts hinder warnings. Whether you “believe” in climate change or not it is f*cking happening.

#TexasFloods #ClimateCrisis #ActOnClimate #FlashFloodAlley"
94,5,bafyreihmh5hmdpg2fni4wfh5b3owbpvzjsqdr5wyymf6rhcrdyqbla4jeq,1.0,"Excellent post from @andrewdessler.com on the Texas floods and the role of climate change. Well worth a read.
www.theclimatebrink.com/p/update-on-..."
95,1,bafyreiey6twamfuf7datq6ldbervc3bflvlscfiu7364qlngtyeukrt5ma,1.0,"Even more irrelevant side note: energy developers don’t always like the DCO process, you see plenty of solar farms firmly capped at 49.999....MW to ensure they stay at the local authority level."
95,2,bafyreicxtcnc3v5du32dwh6tkj6lql746dtlu6vndwa346daqkrsbp3hsu,1.0,"the issue being I'd guess the energy costs? sunlight is free outside, inside you have to (even if it's solar power) incur all the losses in efficiency at the panels, in transmission, in in-building lighting"
95,3,bafyreibz2p7jqsf4watae55jpqbil262yh4pprteoyqcqqysjznb7ivo5a,1.0,"🇮🇱⚡️ Predictable NIMBY vs energy security argument taking form in Israel. 🇮🇱🇯🇴🇦🇪 signed MoU for solar/water swap but is currently growing moss.

Plan for vast solar field riles critics seeking to preserve Negev’s open vistas www.timesofisrael.com/plan-for-vas... via @timesofisrael.com"
95,4,bafyreidq76xghi5c4ioo56oglxm4ructbofzgscjrrg373rzsduwmhg2dq,1.0,"Over the last 24 hours, ComEd ripped off all of their customers in Illinois with vastly overpriced nuclear energy.

I and my wife signed up for solar power delivered through our local power company, Ameren."
95,5,bafyreid5gjgwgire3kajqkz2k35olpqsoefipsq5njh53rrtbe2vik76ru,1.0,"Transparent solar panels are now being tested at multiple sites worldwide, offering a glimpse of the future where windows generate electricity. While less efficient than traditional rooftop panels, these solar windows can replace regular glass in homes and offices, saving both energy and space."
96,1,bafyreigze5x74mo2kmduuw4l3bhsjxamgrikesy2cattmqcepe35vqobdq,1.0,"Madhya Pradesh Signs #Solar Pact in Dubai to Secure ₹3,000 Cr #Investment

Read more www.saurenergy.com/solar-energy...

#solarenergy #renewableenergy"
96,2,bafyreihpou36io5r6btxzolgbevgcv6h5kgkvmj5rsp7lnujaqpg22gnkq,1.0,"MET Energía España signs two 10-year PPAs to supply Atlantic Copper with 100 percent solar energy
www.renewableenergymagazine.com/pv_solar/met..."
96,3,bafyreibvkhf3lry6vfvnt5irljzbssq2ezjltuftnnrob7dz3bfo3wchwa,1.0,"Uttar Pradesh CM Yogi Adityanath, on Saturday, said that the state has set an ambitious target of producing 22,000 megawatts of solar energy. theraisinahills.com/up-sets-ambi..."
96,4,bafyreic2djugsthdtg3bkot4a3czo4ddt2hoygg3muh4afdtu2aki2pxlu,1.0,"CleanMax, Toyota Tsusho partner to develop 300 MW renewable energy projects for Japanese corporates in India – pv magazine India www.pv-magazine-india.com/2025/07/01/c..."
96,5,bafyreie6dd424pbw7crsbkyg7ci5wvtxrbr2avcm5mb6kq42oatlnlzyim,1.0,"India's largest #solarmodule #manufacturer, Mumbai-based Waaree Energies, has launched #Flexible Light-Weight (FLW) solar modules. 

Read more www.saurenergy.com/solar-energy...

Stay up to date with the renewable energy industry by following Saur Energy WhatsApp channel whatsapp.com/channel/0029..."
